train_11283,cloudy
train_6046,agriculture haze primary road
train_14089,agriculture clear primary road
train_6388,clear primary road water
train_10981,partly_cloudy primary
train_8470,cloudy
train_27221,clear primary
train_4042,clear primary
train_15569,agriculture clear road
train_28983,partly_cloudy primary water
train_22033,clear primary water
train_2783,agriculture clear habitation primary road
train_21314,agriculture clear cultivation primary road
train_22995,agriculture clear primary road
train_9374,clear primary
train_6525,clear primary water
train_11824,clear primary
train_23992,clear primary
train_2115,agriculture clear primary water
train_24967,clear primary
train_28134,agriculture clear primary water
train_36814,partly_cloudy primary water
train_31144,partly_cloudy primary
train_7236,partly_cloudy primary
train_33332,clear cultivation habitation primary water
train_937,clear primary
train_15915,cloudy
train_25011,agriculture cultivation partly_cloudy primary road
train_10552,cloudy
train_21324,agriculture cultivation partly_cloudy primary
train_11537,agriculture clear primary road
train_40052,agriculture clear habitation primary road
train_40196,partly_cloudy primary water
train_21427,agriculture haze primary road
train_10718,haze primary water
train_20402,partly_cloudy primary water
train_25779,clear habitation primary road
train_5429,agriculture clear primary road
train_26522,clear primary
train_18153,partly_cloudy primary
train_2709,partly_cloudy primary
train_15720,clear primary
train_2261,clear primary
train_26172,clear primary
train_11139,agriculture partly_cloudy primary
train_30562,agriculture clear cultivation primary
train_7020,clear primary water
train_377,partly_cloudy primary
train_2749,clear primary
train_15513,clear primary
train_8837,haze primary water
train_39669,haze primary
train_24492,clear primary
train_25220,partly_cloudy primary water
train_18692,clear primary
train_39533,clear primary water
train_37228,agriculture clear primary road
train_16936,clear primary
train_17371,clear primary
train_18126,agriculture haze primary road
train_1863,partly_cloudy primary
train_15823,cloudy
train_29800,agriculture clear cultivation primary
train_30656,agriculture cultivation partly_cloudy primary
train_2737,clear primary
train_1031,agriculture clear primary water
train_28341,agriculture clear primary
train_12943,agriculture clear primary road water
train_35632,clear primary
train_36936,clear primary
train_10915,agriculture cultivation haze primary
train_30231,agriculture clear cultivation primary
train_6031,agriculture clear cultivation primary
train_1342,clear primary
train_30770,partly_cloudy primary
train_22690,agriculture clear habitation primary
train_1364,agriculture clear cultivation primary water
train_31181,agriculture cultivation partly_cloudy primary
train_13762,clear primary
train_23504,bare_ground clear cultivation habitation primary water
train_32471,partly_cloudy primary
train_35074,partly_cloudy primary
train_24720,clear primary
train_7780,clear primary
train_26987,agriculture clear primary
train_24585,clear primary
train_29311,partly_cloudy primary
train_14578,clear primary road
train_21592,clear primary
train_5702,agriculture partly_cloudy primary road water
train_28302,agriculture clear cultivation primary
train_39112,clear primary road water
train_36250,partly_cloudy primary
train_5873,agriculture partly_cloudy primary
train_25723,bare_ground partly_cloudy primary water
train_37502,clear primary
train_16715,agriculture clear cultivation primary
train_12571,clear primary
train_4436,partly_cloudy primary road water
train_22050,clear primary
train_35423,agriculture partly_cloudy primary
train_30937,partly_cloudy primary
train_33445,cloudy
train_16187,haze primary water
train_2721,agriculture partly_cloudy primary road
train_28301,clear primary
train_19929,clear primary
train_7527,agriculture clear habitation primary road
train_7729,clear primary
train_7753,agriculture partly_cloudy primary
train_8347,agriculture clear cultivation primary
train_25399,cloudy
train_18790,haze primary
train_24239,clear primary
train_20364,clear primary
train_12739,partly_cloudy primary
train_32690,partly_cloudy primary
train_23588,cloudy
train_19555,agriculture clear primary
train_716,agriculture partly_cloudy primary
train_19545,agriculture haze primary
train_32258,artisinal_mine clear habitation primary road water
train_38147,clear primary
train_4882,clear primary
train_3574,clear primary
train_2819,partly_cloudy primary
train_39818,clear habitation primary road
train_1267,clear primary
train_33981,clear habitation primary road water
train_4936,agriculture clear habitation primary road
train_34848,haze primary
train_9722,agriculture partly_cloudy primary water
train_12759,clear primary
train_10611,clear primary
train_25138,cloudy
train_26459,bare_ground clear primary
train_23267,cloudy
train_37426,clear cultivation habitation primary
train_29699,partly_cloudy primary water
train_23998,agriculture clear primary
train_23033,clear primary
train_6774,clear primary
train_19425,partly_cloudy primary
train_4902,clear primary
train_28778,artisinal_mine bare_ground clear primary
train_1133,clear primary
train_25429,agriculture clear primary
train_30637,clear primary
train_13996,agriculture clear primary water
train_36736,haze primary road water
train_34378,agriculture haze primary water
train_12541,agriculture clear cultivation primary water
train_33658,partly_cloudy primary
train_14666,clear primary
train_15944,partly_cloudy primary
train_19574,clear primary
train_27988,clear primary water
train_5078,clear primary road
train_20949,clear primary
train_10482,clear primary road water
train_39135,clear cultivation primary road water
train_22236,agriculture clear primary road
train_2970,agriculture cultivation haze primary water
train_22937,clear primary
train_14953,clear primary
train_1126,cloudy
train_22744,clear primary
train_2335,agriculture clear cultivation habitation primary
train_37985,clear primary
train_33196,habitation partly_cloudy primary road water
train_27705,agriculture clear primary
train_2026,blooming partly_cloudy primary
train_13095,clear primary
train_5141,agriculture clear primary
train_859,agriculture clear primary road
train_28911,clear primary
train_14307,agriculture clear primary road water
train_34543,partly_cloudy primary
train_14582,clear primary
train_9674,partly_cloudy primary
train_2885,agriculture clear primary road
train_3194,clear primary
train_4957,agriculture clear habitation primary road
train_5125,agriculture clear cultivation primary
train_12753,clear cultivation primary
train_156,clear primary water
train_34643,partly_cloudy primary
train_11481,agriculture clear cultivation primary
train_25432,clear primary
train_1241,agriculture clear primary road
train_29917,cloudy
train_21017,partly_cloudy primary
train_28213,agriculture haze primary
train_6978,clear cultivation primary slash_burn
train_19114,agriculture clear cultivation primary
train_35991,clear primary
train_32418,clear primary
train_33299,cloudy
train_18525,clear primary
train_29605,clear primary blooming
train_20779,clear primary
train_2320,clear primary
train_2787,agriculture clear primary
train_25323,agriculture partly_cloudy road
train_34124,clear primary
train_1326,clear habitation primary road
train_21170,partly_cloudy primary water
train_32908,agriculture cultivation partly_cloudy primary slash_burn
train_8511,partly_cloudy primary
train_35302,haze primary water
train_3926,clear primary
train_2635,haze primary water
train_845,clear primary
train_39042,partly_cloudy primary
train_805,clear primary
train_13456,clear primary road water
train_17562,clear primary
train_10515,cloudy
train_32775,partly_cloudy primary
train_7630,clear primary road selective_logging
train_14072,clear primary
train_37554,agriculture haze primary
train_39285,partly_cloudy primary
train_22965,cultivation partly_cloudy primary
train_33485,clear primary
train_6074,clear primary blooming
train_28596,clear primary
train_17441,clear primary
train_12802,partly_cloudy primary water
train_15280,haze primary
train_16747,agriculture clear primary water
train_28629,agriculture clear cultivation primary
train_4759,clear cultivation primary
train_14539,agriculture clear road
train_27803,agriculture clear primary water
train_34042,clear primary
train_20607,clear primary
train_34354,haze primary
train_26538,clear primary
train_3472,clear primary
train_39234,agriculture clear primary water
train_28643,clear primary road water
train_38001,agriculture partly_cloudy primary
train_26654,clear primary
train_27166,clear primary
train_34761,haze primary
train_22596,partly_cloudy primary
train_6218,agriculture clear habitation primary road
train_16817,clear primary
train_5370,agriculture clear primary road
train_31823,agriculture clear primary road water
train_38403,clear primary
train_6058,agriculture clear cultivation primary
train_8340,clear primary
train_40373,haze primary
train_19799,clear primary
train_34247,clear primary
train_37237,clear primary road
train_39580,partly_cloudy primary
train_11204,clear primary
train_9911,clear primary
train_11856,agriculture clear cultivation primary road selective_logging
train_37262,agriculture clear primary road
train_721,agriculture partly_cloudy primary road
train_2413,clear primary water
train_10939,clear primary
train_19872,clear primary
train_24074,clear primary
train_7147,agriculture cultivation partly_cloudy primary
train_8493,clear primary
train_29095,clear primary
train_29992,clear primary
train_3532,agriculture habitation haze primary road
train_23882,clear primary
train_2909,clear primary
train_35435,partly_cloudy primary
train_2704,partly_cloudy primary
train_2523,agriculture clear habitation primary road
train_14771,agriculture partly_cloudy primary road
train_10381,clear cultivation primary
train_5379,clear primary
train_25856,agriculture partly_cloudy primary
train_22016,clear primary
train_24352,agriculture clear habitation primary road
train_3513,clear primary
train_34056,clear primary
train_26952,clear primary
train_39457,agriculture clear primary road water
train_17147,clear primary
train_21221,agriculture clear habitation primary road water
train_3660,clear primary
train_13517,clear primary
train_10748,haze primary
train_6992,clear primary
train_36143,partly_cloudy primary road water
train_3956,artisinal_mine clear habitation primary road water
train_22707,clear primary
train_10514,agriculture clear primary road
train_33424,haze primary
train_24052,clear primary
train_24243,agriculture partly_cloudy primary
train_21206,agriculture clear primary road
train_29491,clear primary
train_11126,clear primary
train_25134,clear cultivation primary
train_21837,clear primary
train_31479,agriculture clear cultivation primary road water
train_35777,clear primary water
train_24037,agriculture clear cultivation primary
train_17064,clear primary
train_4185,agriculture clear primary
train_25683,clear primary
train_8078,clear primary
train_29968,clear primary
train_9678,partly_cloudy primary
train_26569,clear primary
train_27748,agriculture habitation haze primary road
train_29942,clear primary road selective_logging
train_3992,agriculture clear primary
train_30080,clear primary water
train_34166,clear primary
train_11814,clear primary
train_23200,cloudy
train_33363,partly_cloudy primary
train_19289,partly_cloudy primary
train_17933,partly_cloudy primary
train_4660,clear primary selective_logging
train_13647,cloudy
train_32430,partly_cloudy primary
train_14914,clear cultivation habitation primary water
train_31917,clear primary
train_30277,partly_cloudy primary
train_32117,clear primary
train_12279,clear primary
train_16472,agriculture partly_cloudy primary
train_11372,clear primary
train_6230,agriculture partly_cloudy primary
train_17459,agriculture clear primary water
train_13776,agriculture clear primary
train_13215,agriculture clear primary
train_32721,agriculture clear primary road
train_30954,haze primary
train_21167,agriculture clear primary
train_5118,clear primary road
train_8275,clear primary
train_14754,agriculture clear primary
train_20821,cloudy
train_8557,agriculture clear primary
train_24675,partly_cloudy primary
train_6280,haze primary
train_788,clear primary
train_2857,clear primary
train_26033,clear primary
train_33964,agriculture clear primary
train_15333,clear primary road
train_14746,clear primary water
train_8698,partly_cloudy primary
train_6044,blooming clear primary
train_7325,agriculture partly_cloudy primary
train_36151,agriculture partly_cloudy primary road
train_34703,partly_cloudy primary
train_21992,agriculture haze primary
train_21554,clear primary
train_27663,clear primary
train_32320,cloudy
train_15899,agriculture clear cultivation primary
train_12459,agriculture clear cultivation primary road
train_33877,agriculture clear primary road
train_1422,clear primary
train_7332,clear primary
train_22503,partly_cloudy primary
train_16857,partly_cloudy primary water
train_32235,clear primary
train_240,agriculture clear primary road
train_13538,clear primary road water
train_10315,clear primary
train_799,cloudy
train_30697,clear primary
train_6227,clear primary
train_36897,clear primary
train_17828,clear primary
train_38074,agriculture partly_cloudy primary road water
train_27141,agriculture cultivation partly_cloudy primary
train_5115,clear primary
train_28100,partly_cloudy primary
train_32410,partly_cloudy primary
train_35551,cloudy
train_1953,clear primary
train_26791,clear primary
train_1321,haze primary
train_34439,clear primary
train_25425,clear primary
train_13093,clear primary
train_15081,partly_cloudy primary
train_280,partly_cloudy primary
train_10938,clear primary
train_26944,clear primary
train_18247,clear primary road water
train_4811,clear primary
train_14910,clear primary
train_24466,agriculture partly_cloudy primary
train_16956,clear primary
train_37107,agriculture clear habitation primary road
train_39673,agriculture clear primary
train_11355,agriculture habitation partly_cloudy primary road
train_19079,clear primary
train_31765,partly_cloudy primary
train_33976,clear primary
train_6405,agriculture partly_cloudy primary road
train_33722,agriculture partly_cloudy primary
train_7966,agriculture partly_cloudy primary
train_39980,agriculture cultivation cultivation partly_cloudy primary water
train_27542,agriculture clear primary road water
train_25223,cloudy
train_26637,clear cultivation primary
train_1388,agriculture clear primary road water
train_18367,agriculture partly_cloudy primary road
train_12220,agriculture clear primary
train_22276,agriculture clear primary
train_14324,clear primary water
train_33885,clear primary
train_34447,clear primary
train_26650,partly_cloudy primary
train_8683,agriculture clear cultivation primary selective_logging
train_35732,cultivation partly_cloudy primary road
train_13611,clear habitation primary road
train_4740,cultivation habitation haze primary
train_23453,agriculture cultivation partly_cloudy primary road
train_36484,clear primary
train_5692,agriculture partly_cloudy primary road
train_34593,haze primary
train_36676,agriculture clear primary road
train_12546,partly_cloudy primary
train_7533,partly_cloudy primary
train_9221,clear cultivation habitation primary
train_27785,clear primary
train_38033,clear primary
train_21367,agriculture clear primary road water
train_11915,clear primary
train_36999,clear primary
train_8960,clear primary water
train_23999,agriculture clear primary road water
train_30585,clear primary
train_38727,clear water
train_403,agriculture clear habitation primary
train_4833,partly_cloudy primary
train_9401,partly_cloudy primary water
train_31819,agriculture clear primary
train_9133,partly_cloudy primary water
train_1182,clear primary
train_33397,agriculture clear cultivation primary road
train_35680,clear primary
train_28571,agriculture clear cultivation habitation primary road
train_22960,agriculture clear primary road
train_7930,clear primary water
train_23375,clear primary
train_38701,conventional_mine partly_cloudy primary road water
train_392,agriculture clear primary
train_37813,clear primary
train_7972,agriculture clear primary water
train_26051,agriculture partly_cloudy primary road
train_21525,clear primary
train_4493,agriculture clear cultivation primary
train_33157,agriculture clear habitation primary road water
train_12993,agriculture partly_cloudy primary water
train_5343,agriculture clear primary
train_27924,clear primary water
train_25580,bare_ground clear primary
train_20388,blooming clear primary
train_16247,agriculture habitation haze primary
train_35796,haze primary
train_33004,clear primary
train_35798,agriculture habitation partly_cloudy primary road
train_36590,clear primary road water
train_6423,partly_cloudy primary
train_24638,agriculture clear cultivation habitation primary road
train_32644,agriculture clear cultivation primary
train_4768,clear primary
train_26009,clear primary
train_3936,agriculture clear primary road water
train_39366,agriculture clear primary road
train_21869,agriculture clear habitation road water
train_32291,bare_ground clear primary
train_39425,partly_cloudy primary
train_9794,clear primary water
train_25084,agriculture clear primary water
train_36972,clear cultivation primary slash_burn
train_31120,clear primary
train_3000,partly_cloudy primary
train_30077,clear primary
train_18972,clear cultivation habitation primary water
train_12107,agriculture clear primary road water
train_37839,clear primary
train_37818,agriculture partly_cloudy primary road water
train_6411,clear cultivation primary
train_10725,clear primary
train_20928,haze primary
train_17556,cloudy
train_34654,clear primary
train_35879,clear primary
train_4921,cultivation partly_cloudy primary
train_26405,clear primary road water
train_13110,cloudy
train_16957,clear primary road
train_21003,clear primary
train_13346,clear primary
train_28548,agriculture clear primary road
train_32278,cloudy
train_16875,agriculture clear habitation primary road
train_36595,clear primary
train_7596,clear primary
train_16212,haze primary water
train_34093,clear primary road water
train_3893,clear primary
train_35440,clear primary
train_6296,partly_cloudy primary
train_17614,haze primary
train_28693,agriculture cultivation partly_cloudy primary
train_3058,clear primary
train_32262,clear primary
train_118,cloudy
train_3092,partly_cloudy primary
train_18470,clear primary
train_15230,agriculture clear primary
train_24369,clear primary water
train_34319,clear cultivation habitation primary road slash_burn
train_19529,clear primary
train_3752,clear primary
train_34360,clear primary
train_214,clear primary
train_4666,agriculture cultivation partly_cloudy primary road
train_38539,agriculture clear primary water
train_32996,agriculture partly_cloudy primary
train_18394,agriculture clear habitation primary water
train_30238,agriculture clear cultivation primary
train_22557,agriculture clear cultivation primary
train_39546,partly_cloudy primary
train_23426,agriculture clear primary water
train_22877,agriculture clear road
train_9237,clear primary
train_7281,partly_cloudy primary road
train_10592,agriculture habitation partly_cloudy primary water
train_15351,cloudy
train_8732,agriculture clear cultivation primary
train_14892,agriculture clear cultivation primary
train_9249,agriculture clear water
train_10517,clear primary
train_11069,agriculture habitation partly_cloudy primary road
train_24346,clear primary
train_420,bare_ground clear primary road
train_29395,clear primary
train_12208,agriculture clear primary
train_8103,clear primary
train_4692,clear primary
train_22516,clear primary
train_16196,clear primary
train_9801,agriculture clear cultivation primary water
train_34104,partly_cloudy primary
train_25046,agriculture clear cultivation primary
train_1560,clear primary road water
train_34922,clear primary
train_3285,agriculture clear habitation primary road water
train_34173,clear primary road water
train_27267,clear primary road water
train_6582,clear primary
train_30293,partly_cloudy primary
train_13658,agriculture clear habitation primary
train_11039,haze primary
train_33876,partly_cloudy primary
train_1415,partly_cloudy primary
train_13260,clear primary
train_3566,bare_ground clear road
train_4134,clear primary
train_35967,agriculture partly_cloudy primary
train_31085,agriculture clear cultivation habitation primary road
train_21515,clear habitation primary water
train_9663,clear primary
train_22653,clear primary water
train_13684,clear primary
train_11828,clear primary
train_22070,clear primary
train_11979,cloudy
train_11158,clear primary
train_19254,clear primary water
train_23458,clear cultivation primary
train_289,clear primary
train_17601,agriculture clear primary road
train_16395,clear primary
train_38811,agriculture clear primary water
train_8405,clear primary water
train_39212,agriculture habitation partly_cloudy primary road
train_37076,agriculture clear habitation primary road
train_27378,agriculture partly_cloudy primary
train_2329,partly_cloudy primary
train_32381,clear primary
train_23630,clear primary
train_31263,clear primary road
train_25551,clear primary
train_5164,clear primary
train_4571,agriculture clear cultivation primary selective_logging
train_8168,agriculture clear primary road
train_22868,agriculture clear primary
train_6086,clear primary
train_6890,clear primary
train_23168,agriculture clear cultivation primary
train_7542,clear primary road water
train_11441,agriculture clear habitation primary
train_13558,clear primary
train_6559,agriculture habitation partly_cloudy primary road
train_23799,cloudy
train_20616,partly_cloudy primary
train_1406,clear primary
train_2784,clear primary
train_23951,partly_cloudy primary
train_16377,clear primary
train_21897,agriculture clear primary road
train_15804,clear primary
train_10728,haze primary water
train_22913,clear primary
train_13204,clear primary
train_21958,clear primary water
train_39702,clear primary
train_10388,cloudy
train_12269,clear primary
train_20267,agriculture cultivation partly_cloudy primary
train_1801,agriculture haze primary road
train_9553,agriculture clear primary road water
train_21023,clear primary water
train_39878,clear primary
train_38944,clear primary
train_5630,clear primary
train_16625,agriculture clear habitation primary road
train_4755,agriculture partly_cloudy primary
train_22254,clear primary
train_6659,clear cultivation habitation primary water
train_20468,clear primary road water
train_24674,agriculture partly_cloudy primary
train_37004,partly_cloudy primary water
train_2832,agriculture partly_cloudy primary road
train_1474,agriculture partly_cloudy primary road
train_29106,clear primary
train_31430,agriculture bare_ground clear primary water
train_17151,clear primary
train_14310,partly_cloudy primary
train_31099,agriculture clear cultivation primary
train_17180,agriculture clear cultivation road
train_23927,partly_cloudy primary water
train_28333,bare_ground clear primary
train_27605,agriculture clear primary road water
train_23657,clear primary
train_17651,clear cultivation primary
train_30200,partly_cloudy primary
train_30098,clear primary
train_33362,agriculture clear primary water
train_27347,clear primary
train_6332,agriculture partly_cloudy primary road water
train_34617,agriculture haze primary road
train_4583,partly_cloudy primary
train_13581,clear primary
train_21331,agriculture clear cultivation primary
train_36960,clear primary
train_27744,clear primary
train_38584,clear primary
train_22944,agriculture clear cultivation primary
train_15332,clear primary
train_29116,clear primary
train_12136,agriculture haze primary
train_23075,agriculture clear habitation primary road
train_5375,partly_cloudy primary
train_26086,cloudy
train_35239,clear primary water
train_10117,clear primary
train_8619,clear primary
train_35893,clear primary
train_33234,agriculture clear primary
train_14894,clear primary
train_33541,cloudy
train_24467,clear primary
train_25766,agriculture clear habitation primary road
train_23926,clear primary
train_39496,agriculture clear primary
train_21711,clear primary
train_19869,agriculture clear primary road
train_33703,clear primary
train_2142,clear cultivation primary
train_25945,clear primary water
train_17537,agriculture partly_cloudy primary road
train_24424,agriculture bare_ground clear primary road
train_3895,clear primary
train_641,clear primary
train_33149,agriculture cultivation partly_cloudy primary
train_14457,partly_cloudy primary
train_2229,partly_cloudy primary
train_6045,bare_ground partly_cloudy primary
train_14485,clear primary road selective_logging
train_29352,partly_cloudy primary
train_406,agriculture haze primary water
train_24103,clear primary selective_logging
train_31277,agriculture clear primary road
train_23634,cloudy
train_4407,clear primary
train_9059,clear habitation primary road
train_7209,agriculture clear cultivation primary
train_8855,agriculture clear habitation primary road
train_28421,agriculture clear primary
train_20529,clear primary
train_10880,agriculture cultivation habitation partly_cloudy primary road water
train_11400,agriculture clear habitation primary road water
train_33881,clear primary
train_35288,agriculture clear primary road water
train_25305,bare_ground clear
train_23062,clear primary
train_37084,agriculture clear habitation primary road
train_35630,agriculture clear primary water
train_33985,clear primary water
train_22226,clear primary
train_10292,clear primary
train_7539,agriculture partly_cloudy primary water
train_29684,cloudy
train_40310,cloudy
train_2541,agriculture clear primary water
train_7129,haze primary
train_23520,agriculture partly_cloudy primary
train_17666,agriculture clear primary
train_9554,clear primary water
train_12903,partly_cloudy primary
train_23831,clear primary
train_19753,haze primary water
train_27507,clear primary
train_15674,partly_cloudy primary road selective_logging
train_8738,haze primary
train_10433,agriculture clear cultivation primary road
train_32490,clear primary
train_13662,haze primary
train_8694,agriculture clear primary road
train_22830,agriculture partly_cloudy primary water
train_15317,clear primary
train_8521,agriculture clear primary road
train_19631,clear primary
train_17402,agriculture partly_cloudy primary water
train_24577,clear habitation primary water
train_10904,agriculture clear habitation primary road water
train_35983,partly_cloudy primary road
train_22636,clear primary
train_28013,agriculture haze primary
train_23029,cloudy
train_34473,agriculture partly_cloudy primary road
train_23525,partly_cloudy primary
train_21084,clear primary
train_3768,agriculture clear cultivation primary
train_6274,cloudy
train_8890,clear primary
train_37203,clear primary
train_13768,clear primary road water
train_18548,clear primary road water
train_1369,clear primary
train_30679,blooming clear primary road
train_18359,clear primary
train_6065,clear primary
train_6732,agriculture partly_cloudy primary
train_9848,clear primary
train_14683,clear primary road selective_logging
train_19921,clear primary
train_5313,agriculture clear primary
train_14866,agriculture clear primary road
train_18557,clear primary
train_37002,agriculture clear primary
train_38316,agriculture clear habitation primary road
train_9533,partly_cloudy primary
train_26327,partly_cloudy primary water
train_36212,partly_cloudy primary
train_25453,agriculture clear cultivation primary
train_20425,agriculture clear cultivation primary
train_16039,agriculture clear habitation primary road
train_18053,blooming clear primary
train_18335,clear primary
train_17085,clear cultivation primary
train_9716,agriculture clear primary road
train_26415,agriculture clear
train_1501,agriculture clear habitation primary road
train_20845,agriculture clear habitation primary road
train_40443,clear primary
train_12184,clear primary
train_25117,clear primary
train_23343,partly_cloudy primary
train_16449,agriculture clear habitation primary road
train_22383,agriculture partly_cloudy primary
train_24542,haze primary
train_31515,agriculture partly_cloudy primary
train_8101,cloudy
train_19723,partly_cloudy primary
train_6448,agriculture clear primary water
train_11848,clear primary
train_16757,clear primary
train_35292,clear primary
train_33906,haze primary
train_18209,agriculture clear primary
train_12618,agriculture clear cultivation habitation primary road
train_28175,partly_cloudy primary
train_39058,clear primary
train_33380,clear primary
train_26379,clear primary
train_2569,clear primary
train_17019,partly_cloudy primary
train_24505,clear primary
train_18146,clear primary
train_9306,clear primary
train_17629,clear primary
train_35862,clear primary
train_18023,agriculture clear primary road
train_22216,clear primary
train_28069,agriculture clear primary
train_28331,clear primary
train_25122,partly_cloudy primary
train_33946,bare_ground clear primary water
train_15501,blow_down clear primary
train_6093,cloudy
train_37811,clear primary
train_15423,agriculture clear primary
train_28579,partly_cloudy primary
train_29686,partly_cloudy primary
train_24219,blooming clear primary
train_6755,agriculture haze primary road
train_10711,clear primary
train_21475,clear primary
train_13294,clear primary
train_37467,clear primary road water
train_39966,clear primary
train_16858,agriculture clear primary road
train_12300,haze primary water
train_33475,partly_cloudy primary
train_5138,clear primary
train_35721,clear primary
train_4851,clear primary
train_7347,clear primary
train_31250,agriculture clear primary water
train_37863,clear primary
train_22227,partly_cloudy primary water
train_14214,clear primary
train_21136,haze primary water
train_22560,clear primary
train_38228,agriculture bare_ground clear primary road
train_21068,clear cultivation primary
train_36572,partly_cloudy primary
train_12892,partly_cloudy primary
train_15831,clear primary
train_17606,partly_cloudy primary
train_18435,clear primary
train_17448,clear cultivation primary
train_4994,agriculture blooming clear habitation primary road
train_39218,agriculture clear primary
train_11554,agriculture clear primary water
train_32626,agriculture clear primary
train_20682,partly_cloudy primary
train_20816,clear primary
train_8386,agriculture clear primary road
train_26534,agriculture clear cultivation primary
train_33656,clear primary
train_10412,partly_cloudy primary water
train_25357,agriculture clear cultivation habitation primary
train_22180,clear primary water
train_2198,haze primary
train_20670,agriculture clear cultivation habitation primary road
train_21483,clear primary
train_9036,cloudy
train_29241,bare_ground clear cultivation primary
train_23112,partly_cloudy primary
train_8543,bare_ground clear primary
train_1832,clear primary
train_16795,clear primary road
train_34165,clear primary water
train_24862,partly_cloudy primary
train_8970,agriculture clear primary
train_18715,clear water
train_14116,clear primary
train_25554,agriculture clear primary
train_16007,partly_cloudy primary
train_9253,agriculture clear primary
train_23800,partly_cloudy primary
train_15403,clear primary
train_1950,agriculture clear primary
train_6374,partly_cloudy primary water
train_18882,clear primary water
train_3507,clear primary
train_21021,clear primary
train_3251,agriculture clear primary road
train_15494,clear primary
train_39342,clear primary
train_31039,agriculture partly_cloudy primary road
train_10733,clear primary
train_19550,clear cultivation primary
train_24039,clear primary
train_16522,clear primary
train_37080,partly_cloudy primary
train_4321,clear primary
train_37132,clear primary
train_38329,cloudy
train_22991,agriculture cultivation partly_cloudy primary
train_13696,haze primary
train_4744,partly_cloudy primary
train_19962,clear primary
train_16241,clear primary
train_7009,haze primary
train_20172,clear habitation primary road water
train_9452,partly_cloudy primary water
train_32527,partly_cloudy primary
train_19004,haze primary
train_24297,haze primary
train_20629,agriculture clear habitation primary road
train_19318,agriculture clear
train_20074,clear primary
train_39595,clear primary
train_31684,clear primary
train_34385,agriculture habitation partly_cloudy primary road
train_22860,cloudy
train_18357,haze primary road water
train_1999,clear primary
train_33247,agriculture clear primary
train_16723,agriculture clear cultivation cultivation habitation primary road
train_5747,clear primary
train_3861,clear primary
train_25611,clear primary
train_34211,partly_cloudy primary
train_17155,agriculture clear cultivation primary
train_31463,partly_cloudy primary
train_7249,agriculture partly_cloudy primary
train_37698,clear primary
train_27854,agriculture clear primary road
train_15675,agriculture clear primary
train_29622,agriculture clear cultivation primary
train_10386,clear primary
train_30737,agriculture partly_cloudy primary
train_28133,partly_cloudy primary
train_34432,clear primary
train_9922,clear primary
train_14322,agriculture clear habitation primary road
train_12984,clear primary water
train_37443,blooming clear primary
train_28635,haze primary
